"blast_unfilt_fam","blast_unfilt_genus_species","blast_filt_fam","blast_filt_genus_species","source","note","Oceanic_region","commentary","ngs_metabarcode_libr_nm","seq.rd.cnt"
"Porticoccaceae","marine gamma proteobacterium HTCC2290","none","none","unfilt_all",NA,NA,NA,"b010",442
"Spongiibacteraceae","Sinobacterium norvegicum","none","none","unfilt_all",NA,NA,NA,"b010",658
"Spongiibacteraceae","Spongiibacter taiwanensis","none","none","unfilt_all",NA,NA,NA,"b010",20
"Chromatiaceae","Rheinheimera hassiensis","none","none","unfilt_all",NA,NA,NA,"b010",53
"Ectothiorhodospiraceae","Ectothiorhodospira sp. JA741","none","none","unfilt_all",NA,NA,NA,"b010",19
"Ectothiorhodospiraceae","Thiogranum longum","none","none","unfilt_all",NA,NA,NA,"b010",18
"Ectothiorhodospiraceae","Thiohalomonas denitrificans","none","none","unfilt_all",NA,NA,NA,"b010",19
"Granulosicoccaceae","Granulosicoccus antarcticus","none","none","unfilt_all",NA,NA,NA,"b010",44
"Granulosicoccaceae","Granulosicoccus sp. SS10.26","none","none","unfilt_all",NA,NA,NA,"b010",177
"Thioprofundaceae","Thioprofundum hispidum","none","none","unfilt_all",NA,NA,NA,"b010",51
"Thioprofundaceae","Thioprofundum lithotrophicum","none","none","unfilt_all",NA,NA,NA,"b010",14
"Wenzhouxiangellaceae","Wenzhouxiangella marina","none","none","unfilt_all",NA,NA,NA,"b010",21
"Wenzhouxiangellaceae","Wenzhouxiangella sediminis","none","none","unfilt_all",NA,NA,NA,"b010",18
"Woeseiaceae","Woeseia oceani","none","none","unfilt_all",NA,NA,NA,"b010",55
"Enterobacteriaceae","Escherichia coli","none","none","unfilt_all",NA,NA,NA,"b010",199
"Enterobacteriaceae","Klebsiella pneumoniae","none","none","unfilt_all",NA,NA,NA,"b010",13
"Yersiniaceae","Rahnella aquatilis","none","none","unfilt_all",NA,NA,NA,"b010",24
"Coxiellaceae","Candidatus Berkiella aquae","none","none","unfilt_all",NA,NA,NA,"b010",38
"Legionellaceae","Legionella beliardensis","none","none","unfilt_all",NA,NA,NA,"b010",98
"Legionellaceae","Legionella fallonii","none","none","unfilt_all",NA,NA,NA,"b010",99
"Legionellaceae","Legionella impletisoli","none","none","unfilt_all",NA,NA,NA,"b010",33
"Legionellaceae","Legionella longbeachae","none","none","unfilt_all",NA,NA,NA,"b010",31
"Legionellaceae","Legionella sp. LHG-1BW4","none","none","unfilt_all",NA,NA,NA,"b010",36
"Legionellaceae","Legionella sp. S003","none","none","unfilt_all",NA,NA,NA,"b010",41
"Moraxellaceae","Acinetobacter lwoffii","none","none","unfilt_all",NA,NA,NA,"b010",16
"Moraxellaceae","Psychrobacter celer","none","none","unfilt_all",NA,NA,NA,"b010",177
"Moraxellaceae","Psychrobacter marincola","none","none","unfilt_all",NA,NA,NA,"b010",101
"Moraxellaceae","Psychrobacter maritimus","none","none","unfilt_all",NA,NA,NA,"b010",41
"Moraxellaceae","Psychrobacter nivimaris","none","none","unfilt_all",NA,NA,NA,"b010",170
"none","Bathymodiolus marisindicus thioautotrophic gill symbiont","none","none","unfilt_all",NA,NA,NA,"b010",19
"none","Codakia orbicularis gill symbiont","none","none","unfilt_all",NA,NA,NA,"b010",91
"none","endosymbiont of Ridgeia piscesae","none","none","unfilt_all",NA,NA,NA,"b010",204
"none","gamma proteobacterium HTCC6124","none","none","unfilt_all",NA,NA,NA,"b010",86
"none","gamma proteobacterium SCGC AAA076-E13","none","none","unfilt_all",NA,NA,NA,"b010",36
"none","gamma proteobacterium SCGC AAA076-F07","none","none","unfilt_all",NA,NA,NA,"b010",254
"none","gamma proteobacterium SCGC AAA076-G04","none","none","unfilt_all",NA,NA,NA,"b010",290
"none","gamma proteobacterium SCGC AAA158-B14","none","none","unfilt_all",NA,NA,NA,"b010",727
"none","gamma proteobacterium SCGC AAA158-J08","none","none","unfilt_all",NA,NA,NA,"b010",1690
"none","gamma proteobacterium SCGC AAA160-D02","none","none","unfilt_all",NA,NA,NA,"b010",74
"none","gamma proteobacterium SCGC AAA160-E15","none","none","unfilt_all",NA,NA,NA,"b010",38
"none","gamma proteobacterium SCGC AAA160-L02","none","none","unfilt_all",NA,NA,NA,"b010",97
"none","gamma proteobacterium SCGC AAA160-L22","none","none","unfilt_all",NA,NA,NA,"b010",40
"none","gamma proteobacterium SCGC AAA160-M14","none","none","unfilt_all",NA,NA,NA,"b010",82
"none","gamma proteobacterium SCGC AAA160-O03","none","none","unfilt_all",NA,NA,NA,"b010",16
"none","gamma proteobacterium SCGC AAA300-F15","none","none","unfilt_all",NA,NA,NA,"b010",22
"none","gamma proteobacterium SF293","none","none","unfilt_all",NA,NA,NA,"b010",212
"none","gamma proteobacterium SUWAF013","none","none","unfilt_all",NA,NA,NA,"b010",31
"none","Gammaproteobacteria bacterium LSUCC0101","none","none","unfilt_all",NA,NA,NA,"b010",59
"none","OM182 bacterium D4","none","none","unfilt_all",NA,NA,NA,"b010",52
"none","sulfur-oxidizing bacterium NDII1.1","none","none","unfilt_all",NA,NA,NA,"b010",21
"none","uncultured Gammaproteobacteria bacterium","none","none","unfilt_all",NA,NA,NA,"b010",47
"Hahellaceae","Allohahella marinimesophila","none","none","unfilt_all",NA,NA,NA,"b010",21
"Oceanospirillaceae","Corallomonas stylophorae","none","none","unfilt_all",NA,NA,NA,"b010",19
"Oceanospirillaceae","Marinobacterium sp. IMCC1424","none","none","unfilt_all",NA,NA,NA,"b010",30
"Oceanospirillaceae","Neptunomonas naphthovorans","none","none","unfilt_all",NA,NA,NA,"b010",49
"Oceanospirillaceae","Nitrincola schmidtii","none","none","unfilt_all",NA,NA,NA,"b010",14
"Oceanospirillaceae","Thalassolituus marinus","none","none","unfilt_all",NA,NA,NA,"b010",16
"Pseudomonadaceae","Pseudomonas argentinensis","none","none","unfilt_all",NA,NA,NA,"b010",108
"Pseudomonadaceae","Pseudomonas mendocina","none","none","unfilt_all",NA,NA,NA,"b010",96
"Pseudomonadaceae","Pseudomonas sp.","none","none","unfilt_all",NA,NA,NA,"b010",71
"Pseudomonadaceae","Pseudomonas sp. N1-6a","none","none","unfilt_all",NA,NA,NA,"b010",12
"Pseudomonadaceae","Pseudomonas stutzeri","none","none","unfilt_all",NA,NA,NA,"b010",579
"Francisellaceae","Francisellaceae bacterium","none","none","unfilt_all",NA,NA,NA,"b010",12
"Thiofilaceae","Thiofilum flexile","none","none","unfilt_all",NA,NA,NA,"b010",38
"Thiotrichaceae","Achromatium oxaliferum","none","none","unfilt_all",NA,NA,NA,"b010",19
"Thiotrichaceae","Thiothrix lacustris","none","none","unfilt_all",NA,NA,NA,"b010",29
"Thiotrichaceae","Thiothrix sp. FBR0112","none","none","unfilt_all",NA,NA,NA,"b010",12
"Thiotrichaceae","Thiothrix unzii","none","none","unfilt_all",NA,NA,NA,"b010",12
"Vibrionaceae","Vibrio gigantis","none","none","unfilt_all",NA,NA,NA,"b010",93
"Vibrionaceae","Vibrio sp. FCH-08","none","none","unfilt_all",NA,NA,NA,"b010",90
"Rhodanobacteraceae","Aquimonas sp. BN","none","none","unfilt_all",NA,NA,NA,"b010",64
"Klebsormidiaceae","Interfilum terricola","none","none","unfilt_all",NA,NA,NA,"b010",67
"Bathycoccaceae","Ostreococcus tauri","none","none","unfilt_all",NA,NA,NA,"b010",49
"Bovidae","Bos taurus","none","none","unfilt_all",NA,NA,NA,"b010",355
"Suidae","Sus scrofa","none","none","unfilt_all",NA,NA,NA,"b010",1132
"Felidae","Felis catus","none","none","unfilt_all",NA,NA,NA,"b010",24
"Hominidae","Homo sapiens","none","none","unfilt_all",NA,NA,NA,"b010",1009
"Cymatosiraceae","Leyanella arenaria","none","none","unfilt_all",NA,NA,NA,"b010",27
"Rhodothermaceae","Rhodothermus marinus","none","none","unfilt_all",NA,NA,NA,"b010",667
"Aphanothecaceae","Candidatus Atelocyanobacterium thalassa","none","none","unfilt_all",NA,NA,NA,"b010",69
"none","agricultural soil bacterium SC-I-70","none","none","unfilt_all",NA,NA,NA,"b010",21
"none","agricultural soil bacterium SC-I-73","none","none","unfilt_all",NA,NA,NA,"b010",28
"none","bacterium","none","none","unfilt_all",NA,NA,NA,"b010",1898
"none","bacterium BI-33","none","none","unfilt_all",NA,NA,NA,"b010",163
"none","bacterium DG949","none","none","unfilt_all",NA,NA,NA,"b010",15
"none","bacterium endosymbiont of Osedax mucofloris","none","none","unfilt_all",NA,NA,NA,"b010",64
"none","bacterium enrichment culture","none","none","unfilt_all",NA,NA,NA,"b010",50
"none","bacterium enrichment culture clone 16(2012b)","none","none","unfilt_all",NA,NA,NA,"b010",39
"none","bacterium enrichment culture clone 25(2013)","none","none","unfilt_all",NA,NA,NA,"b010",58
"none","bacterium enrichment culture clone 3_90","none","none","unfilt_all",NA,NA,NA,"b010",34
"none","bacterium enrichment culture clone 33(2013)","none","none","unfilt_all",NA,NA,NA,"b010",15
"none","bacterium enrichment culture clone 46","none","none","unfilt_all",NA,NA,NA,"b010",24
"none","bacterium enrichment culture clone 51","none","none","unfilt_all",NA,NA,NA,"b010",17
"none","bacterium enrichment culture clone 58","none","none","unfilt_all",NA,NA,NA,"b010",14
"none","bacterium enrichment culture clone 67","none","none","unfilt_all",NA,NA,NA,"b010",62
"none","bacterium enrichment culture clone B18(2011)","none","none","unfilt_all",NA,NA,NA,"b010",37
"none","bacterium enrichment culture clone B213(2011)","none","none","unfilt_all",NA,NA,NA,"b010",811
"none","bacterium enrichment culture clone B55(2011)","none","none","unfilt_all",NA,NA,NA,"b010",159
"none","bacterium enrichment culture clone BD20","none","none","unfilt_all",NA,NA,NA,"b010",23
"none","bacterium enrichment culture clone BSK_70","none","none","unfilt_all",NA,NA,NA,"b010",28
"none","bacterium enrichment culture clone IsoM-7","none","none","unfilt_all",NA,NA,NA,"b010",19
"none","bacterium enrichment culture clone PAH105-P10","none","none","unfilt_all",NA,NA,NA,"b010",39
"none","bacterium enrichment culture clone PAH41-P14","none","none","unfilt_all",NA,NA,NA,"b010",112
"none","bacterium enrichment culture clone SRAO_28","none","none","unfilt_all",NA,NA,NA,"b010",15
"none","bacterium enrichment culture clone SRAO_29","none","none","unfilt_all",NA,NA,NA,"b010",14
"none","bacterium HTCC4091","none","none","unfilt_all",NA,NA,NA,"b010",1309
"none","bacterium HTCC4138","none","none","unfilt_all",NA,NA,NA,"b010",1702
"none","bacterium OM241","none","none","unfilt_all",NA,NA,NA,"b010",293
"none","bacterium RSD-1-2","none","none","unfilt_all",NA,NA,NA,"b010",61
"none","bacterium SCGC AAA003-K10","none","none","unfilt_all",NA,NA,NA,"b010",20
"none","bacterium SCGC AAA071-D23","none","none","unfilt_all",NA,NA,NA,"b010",12
"none","bacterium SCGC AAA074-C03","none","none","unfilt_all",NA,NA,NA,"b010",115
"none","bacterium SCGC AAA074-J04","none","none","unfilt_all",NA,NA,NA,"b010",103
"none","bacterium SCGC AAA074-L02","none","none","unfilt_all",NA,NA,NA,"b010",90
"none","bacterium SCGC AAA074-P13","none","none","unfilt_all",NA,NA,NA,"b010",397
"none","bacterium SH1-3","none","none","unfilt_all",NA,NA,NA,"b010",30
"none","bacterium SH5-3","none","none","unfilt_all",NA,NA,NA,"b010",34
"none","bacterium TG161","none","none","unfilt_all",NA,NA,NA,"b010",23
"none","bacterium WH6-7","none","none","unfilt_all",NA,NA,NA,"b010",34
"none","bacterium YC-LK-LKJ11","none","none","unfilt_all",NA,NA,NA,"b010",22
"none","bacterium YC-ZSS-LKJ70","none","none","unfilt_all",NA,NA,NA,"b010",624
"none","Bacteroidetes bacterium enrichment culture clone LiUU-18-740","none","none","unfilt_all",NA,NA,NA,"b010",296
"none","Bacteroidetes bacterium enrichment culture clone OCL_P2D11","none","none","unfilt_all",NA,NA,NA,"b010",15
"none","Bacteroidetes bacterium S10/1","none","none","unfilt_all",NA,NA,NA,"b010",568
"none","Bacteroidetes bacterium S7","none","none","unfilt_all",NA,NA,NA,"b010",268
"none","Bacteroidetes bacterium SCGC AAA027-D09","none","none","unfilt_all",NA,NA,NA,"b010",36
"none","Bacteroidetes bacterium SCGC AAA027-D14","none","none","unfilt_all",NA,NA,NA,"b010",418
"none","Bacteroidetes bacterium SCGC AAA027-F10","none","none","unfilt_all",NA,NA,NA,"b010",85
"none","Bacteroidetes bacterium SCGC AAA027-K06","none","none","unfilt_all",NA,NA,NA,"b010",112
"none","Bacteroidetes bacterium SCGC AAA027-L18","none","none","unfilt_all",NA,NA,NA,"b010",12
"none","Bacteroidetes bacterium SCGC AAA027-M20","none","none","unfilt_all",NA,NA,NA,"b010",71
"none","Bacteroidetes bacterium SCGC AAA041-P16","none","none","unfilt_all",NA,NA,NA,"b010",66
"none","Bacteroidetes bacterium SCGC AAA041-P17","none","none","unfilt_all",NA,NA,NA,"b010",2046
"none","Bacteroidetes bacterium SCGC AAA160-B09","none","none","unfilt_all",NA,NA,NA,"b010",22
"none","Bacteroidetes bacterium SCGC AAA160-F08","none","none","unfilt_all",NA,NA,NA,"b010",93
"none","Bacteroidetes bacterium SCGC AAA160-G10","none","none","unfilt_all",NA,NA,NA,"b010",14
"none","Bacteroidetes bacterium SCGC AAA206-C09","none","none","unfilt_all",NA,NA,NA,"b010",162
"none","candidate division SR1 bacterium Aalborg_AAW-1","none","none","unfilt_all",NA,NA,NA,"b010",369
"none","candidate division SR1 bacterium RAAC1_SR1_1","none","none","unfilt_all",NA,NA,NA,"b010",55
"none","candidate division TM6 bacterium GW2011_GWE2_41_16","none","none","unfilt_all",NA,NA,NA,"b010",20
"none","candidate division TM7 bacterium enrichment culture clone B11-B-31","none","none","unfilt_all",NA,NA,NA,"b010",993
"none","candidate division TM7 enrichment culture clone hao21","none","none","unfilt_all",NA,NA,NA,"b010",85
"none","Candidatus Peregrinibacteria bacterium GW2011_GWA2_33_10","none","none","unfilt_all",NA,NA,NA,"b010",58
"none","Candidatus Peregrinibacteria bacterium GW2011_GWC2_39_14","none","none","unfilt_all",NA,NA,NA,"b010",14
"none","Candidatus Peregrinibacteria bacterium GW2011_GWF2_43_17","none","none","unfilt_all",NA,NA,NA,"b010",13
"none","Chloroflexi bacterium enrichment culture","none","none","unfilt_all",NA,NA,NA,"b010",14
"none","cyanobacterium enrichment culture clone D_4_D.3.4_T7","none","none","unfilt_all",NA,NA,NA,"b010",21
"none","endophytic bacterium SV935","none","none","unfilt_all",NA,NA,NA,"b010",13
"none","endosymbiont of Alviniconcha sp. type2","none","none","unfilt_all",NA,NA,NA,"b010",12
"none","endosymbiont of Oligobrachia haakonmosbiensis","none","none","unfilt_all",NA,NA,NA,"b010",32
"none","eukaryote SCGC AAA071-M11","none","none","unfilt_all",NA,NA,NA,"b010",20
"none","eukaryote SCGC AAA074-A03","none","none","unfilt_all",NA,NA,NA,"b010",28
"none","eukaryote SCGC AAA074-F18","none","none","unfilt_all",NA,NA,NA,"b010",373
"none","Gemmatimonadetes bacterium SCGC AAA240-K19","none","none","unfilt_all",NA,NA,NA,"b010",69
"none","Gram-negative bacterium MM 1","none","none","unfilt_all",NA,NA,NA,"b010",28
"none","marine bacterium enrichment culture clone C01-B1-S5","none","none","unfilt_all",NA,NA,NA,"b010",48
"none","marine bacterium enrichment culture clone E01-C1-S7","none","none","unfilt_all",NA,NA,NA,"b010",49
"none","marine bacterium enrichment culture clone I05-E3-S7","none","none","unfilt_all",NA,NA,NA,"b010",61
"none","marine bacterium enrichment culture clone K21-F11-S5","none","none","unfilt_all",NA,NA,NA,"b010",292
"none","marine bacterium HB-3","none","none","unfilt_all",NA,NA,NA,"b010",81
"none","marine sponge bacterium FILTER4C107","none","none","unfilt_all",NA,NA,NA,"b010",36
"none","marine sponge bacterium FILTEROTU19","none","none","unfilt_all",NA,NA,NA,"b010",322
"none","metal-contaminated soil clone K20-03","none","none","unfilt_all",NA,NA,NA,"b010",2792
"none","methanogenic prokaryote enrichment culture B31_1_36","none","none","unfilt_all",NA,NA,NA,"b010",14
"none","none","none","none","unfilt_all",NA,NA,NA,"b010",10121
"none","Planctomycetes bacterium SCGC AAA158-E19","none","none","unfilt_all",NA,NA,NA,"b010",29
"none","Planctomycetes bacterium SCGC AAA202-E02","none","none","unfilt_all",NA,NA,NA,"b010",437
"none","Planctomycetes bacterium SCGC AAA300-C03","none","none","unfilt_all",NA,NA,NA,"b010",15
"none","potato plant root bacterium RC-III-8","none","none","unfilt_all",NA,NA,NA,"b010",163
"none","SR1 bacterium canine oral taxon 369","none","none","unfilt_all",NA,NA,NA,"b010",251
"none","SR1 bacterium canine oral taxon 382","none","none","unfilt_all",NA,NA,NA,"b010",246
"none","SR1 bacterium human oral taxon HOT-345","none","none","unfilt_all",NA,NA,NA,"b010",89
"none","uncultured bacterium","none","none","unfilt_all",NA,NA,NA,"b010",22372
"none","uncultured Bacteroidetes bacterium","none","none","unfilt_all",NA,NA,NA,"b010",653
"none","uncultured candidate division SR1 bacterium","none","none","unfilt_all",NA,NA,NA,"b010",91
"none","uncultured Candidatus Saccharimonas sp.","none","none","unfilt_all",NA,NA,NA,"b010",61
"none","uncultured Chloroflexi bacterium","none","none","unfilt_all",NA,NA,NA,"b010",17
"none","uncultured cyanobacterium","none","none","unfilt_all",NA,NA,NA,"b010",43
"none","uncultured marine bacterium","none","none","unfilt_all",NA,NA,NA,"b010",1308
"none","uncultured marine organism","none","none","unfilt_all",NA,NA,NA,"b010",289
"none","uncultured Microgenomates group bacterium","none","none","unfilt_all",NA,NA,NA,"b010",525
"none","uncultured microorganism","none","none","unfilt_all",NA,NA,NA,"b010",12
"none","uncultured organism","none","none","unfilt_all",NA,NA,NA,"b010",412
"none","uncultured prokaryote","none","none","unfilt_all",NA,NA,NA,"b010",1865
"none","uncultured soil bacterium","none","none","unfilt_all",NA,NA,NA,"b010",30
"none","unidentified","none","none","unfilt_all",NA,NA,NA,"b010",4005
"none","unidentified archaeon","none","none","unfilt_all",NA,NA,NA,"b010",14
"none","unidentified bacterium wb1_B19","none","none","unfilt_all",NA,NA,NA,"b010",12
"none","unidentified bacterium wb1_P06","none","none","unfilt_all",NA,NA,NA,"b010",53
"none","unidentified marine bacterioplankton","none","none","unfilt_all",NA,NA,NA,"b010",12655
"none","unidentified microorganism","none","none","unfilt_all",NA,NA,NA,"b010",15
"none","unidentified rhodophyte PRD01a010B","none","none","unfilt_all",NA,NA,NA,"b010",169
"none","unidentified sulfate-reducing bacterium","none","none","unfilt_all",NA,NA,NA,"b010",283
"none","Vermiphilus pyriformis","none","none","unfilt_all",NA,NA,NA,"b010",19
"none","Verrucomicrobia bacterium enrichment culture clone Ac-F3","none","none","unfilt_all",NA,NA,NA,"b010",805
"none","Verrucomicrobia bacterium SCGC AAA024-F06","none","none","unfilt_all",NA,NA,NA,"b010",436
"none","Verrucomicrobia bacterium SCGC AAA164-A08","none","none","unfilt_all",NA,NA,NA,"b010",83
"none","Verrucomicrobia bacterium SCGC AAA278-E15","none","none","unfilt_all",NA,NA,NA,"b010",48
"none","Verrucomicrobia bacterium YJF2-48","none","none","unfilt_all",NA,NA,NA,"b010",21
"Oscillatoriaceae","Phormidium sp. OU_10","none","none","unfilt_all",NA,NA,NA,"b010",34
"Peronosporaceae","Pseudoperonospora cubensis","none","none","unfilt_all",NA,NA,NA,"b010",17
"Pythiaceae","Globisporangium ultimum","none","none","unfilt_all",NA,NA,NA,"b010",17
"Saprolegniaceae","Thraustotheca clavata","none","none","unfilt_all",NA,NA,NA,"b010",28
"Bacteriovoracaceae","Bacteriovorax sp. B2T4-S","none","none","unfilt_all",NA,NA,NA,"b010",19
"Bacteriovoracaceae","Bacteriovorax sp. IP1","none","none","unfilt_all",NA,NA,NA,"b010",13
"Oligoflexaceae","uncultured Oligoflexaceae bacterium","none","none","unfilt_all",NA,NA,NA,"b010",60
"Pseudobacteriovoracaceae","Pseudobacteriovorax antillogorgiicola","none","none","unfilt_all",NA,NA,NA,"b010",37
"Silvanigrellaceae","Silvanigrella aquatica","none","none","unfilt_all",NA,NA,NA,"b010",761
"Acinetosporaceae","Pylaiella littoralis","none","none","unfilt_all",NA,NA,NA,"b010",303
"Pirellulaceae","Pirellula sp.","none","none","unfilt_all",NA,NA,NA,"b010",15
"Thermoguttaceae","Thermogutta terrifontis","none","none","unfilt_all",NA,NA,NA,"b010",17
"none","Planctomycete enrichment culture","none","none","unfilt_all",NA,NA,NA,"b010",39
"none","uncultured planctomycete","none","none","unfilt_all",NA,NA,NA,"b010",356
"Planctomycetaceae","Gimesia maris","none","none","unfilt_all",NA,NA,NA,"b010",12
"Planctomycetaceae","Planctomyces sp.","none","none","unfilt_all",NA,NA,NA,"b010",12
"Planctomycetaceae","Planctomycetaceae bacterium D2","none","none","unfilt_all",NA,NA,NA,"b010",3523
"Planctomycetaceae","planctomycete A-2","none","none","unfilt_all",NA,NA,NA,"b010",13
"Planctomycetaceae","planctomycete GMD21C08","none","none","unfilt_all",NA,NA,NA,"b010",43
"Saprospiraceae","Candidatus Aquirestis calciphila","none","none","unfilt_all",NA,NA,NA,"b010",165
"Saprospiraceae","uncultured Saprospiraceae bacterium","none","none","unfilt_all",NA,NA,NA,"b010",15
"none","unidentified eubacterium LD29","none","none","unfilt_all",NA,NA,NA,"b010",2091
"none","humic substances enrichment clone D47","none","none","unfilt_all",NA,NA,NA,"b010",269
"Sphingobacteriaceae","Pedobacter sp. N007N","none","none","unfilt_all",NA,NA,NA,"b010",42
"Chlorellaceae","Chlorella sp. UMPCCC 1222","none","none","unfilt_all",NA,NA,NA,"b010",915
"Oocystaceae","Planctonema lauterbornii","none","none","unfilt_all",NA,NA,NA,"b010",89
"none","Picochlorum atomus","none","none","unfilt_all",NA,NA,NA,"b010",12
"none","Picochlorum sp. PMFPPES1","none","none","unfilt_all",NA,NA,NA,"b010",285
"none","Picochlorum sp. RCC846","none","none","unfilt_all",NA,NA,NA,"b010",1958
"Koliellaceae","Raphidonema nivale","none","none","unfilt_all",NA,NA,NA,"b010",501
"Acanthuridae","Acanthurus olivaceus","Gasterosteidae","Gasterosteus aculeatus","filt_excl_none",NA,NA,NA,"b010",153
"Kyphosidae","Kyphosus elegans","Scombridae","Thunnus thynnus","filt_excl_none",NA,NA,NA,"b010",423
"Moridae","Antimora rostrata","Gadidae","Gadus morhua","filt_excl_none",NA,NA,NA,"b010",17
"Gobiidae","Gobius niger","Gobiidae","Gobius niger","filt_excl_none",NA,NA,NA,"b010",1383
"Gobiidae","Nemateleotris magnifica","Pleuronectidae","Hippoglossus hippoglossus","filt_excl_none",NA,NA,NA,"b010",744
"Gobiidae","Pomatoschistus minutus","Gobiidae","Pomatoschistus minutus","filt_excl_none",NA,NA,NA,"b010",391
"Labridae","Ctenolabrus rupestris","Labridae","Ctenolabrus rupestris","filt_excl_none",NA,NA,NA,"b010",680
"Haemulidae","Diagramma picta","Molidae","Mola mola","filt_excl_none",NA,NA,NA,"b010",17
"Pomacentridae","Neoglyphidodon oxyodon","Carangidae","Trachurus trachurus","filt_excl_none",NA,NA,NA,"b010",132
"Cottidae","Taurulus bubalis","Cottidae","Taurulus bubalis","filt_excl_none",NA,NA,NA,"b010",405
"Gasterosteidae","Gasterosteus aculeatus","Gasterosteidae","Gasterosteus aculeatus","filt_excl_none",NA,NA,NA,"b010",400
"Scorpaenidae","Pterois lunulata","Sebastidae","Helicolenus dactylopterus","filt_excl_none",NA,NA,NA,"b010",21
"Lethrinidae","Lethrinus atkinsoni","Cyclopteridae","Cyclopterus lumpus","filt_excl_none",NA,NA,NA,"b010",189
"Lethrinidae","Lethrinus nebulosus","Cyclopteridae","Cyclopterus lumpus","filt_excl_none",NA,NA,NA,"b010",416
"Syngnathidae","Syngnathus typhle","Syngnathidae","Syngnathus typhle","filt_excl_none",NA,NA,NA,"b010",370
"Carcharhinidae","Carcharhinus albimarginatus","Carcharhinidae","Prionace glauca","filt_excl_none",NA,NA,NA,"b010",424
"Acanthuridae","Acanthurus olivaceus","Gasterosteidae","Gasterosteus aculeatus","unfilt_only_Actinopterygi",NA,NA,NA,"b010",153
"Platytroctidae","Maulisia mauli","none","none","unfilt_only_Actinopterygi",NA,NA,NA,"b010",164
"Atherinidae","Atherinomorus forskalii","none","none","unfilt_only_Actinopterygi",NA,NA,NA,"b010",24
"Carangidae","Scomberoides commersonnianus","none","none","unfilt_only_Actinopterygi",NA,NA,NA,"b010",16
"Carangidae","Seriolina nigrofasciata","none","none","unfilt_only_Actinopterygi",NA,NA,NA,"b010",12
"Kyphosidae","Kyphosus elegans","Scombridae","Thunnus thynnus","unfilt_only_Actinopterygi",NA,NA,NA,"b010",423
"Macrouridae","Coryphaenoides nasutus","none","none","unfilt_only_Actinopterygi",NA,NA,NA,"b010",15
"Moridae","Antimora rostrata","Gadidae","Gadus morhua","unfilt_only_Actinopterygi",NA,NA,NA,"b010",17
"Gobiidae","Gobius niger","Gobiidae","Gobius niger","unfilt_only_Actinopterygi",NA,NA,NA,"b010",1383
"Gobiidae","Gobius niger","none","none","unfilt_only_Actinopterygi",NA,NA,NA,"b010",1383
"Gobiidae","Nemateleotris magnifica","Pleuronectidae","Hippoglossus hippoglossus","unfilt_only_Actinopterygi",NA,NA,NA,"b010",744
"Gobiidae","Pomatoschistus minutus","Gobiidae","Pomatoschistus minutus","unfilt_only_Actinopterygi",NA,NA,NA,"b010",391
"Labridae","Ctenolabrus rupestris","Labridae","Ctenolabrus rupestris","unfilt_only_Actinopterygi",NA,NA,NA,"b010",680
"Labridae","Scarus dimidiatus","none","none","unfilt_only_Actinopterygi",NA,NA,NA,"b010",421
"Labridae","Scarus rubroviolaceus","none","none","unfilt_only_Actinopterygi",NA,NA,NA,"b010",141
"Labridae","Scarus schlegeli","none","none","unfilt_only_Actinopterygi",NA,NA,NA,"b010",79
"Haemulidae","Diagramma picta","Molidae","Mola mola","unfilt_only_Actinopterygi",NA,NA,NA,"b010",17
"Haemulidae","Plectorhinchus flavomaculatus","none","none","unfilt_only_Actinopterygi",NA,NA,NA,"b010",341
"Haemulidae","Plectorhinchus lessonii","none","none","unfilt_only_Actinopterygi",NA,NA,NA,"b010",76
"Lutjanidae","Lutjanus argentimaculatus","none","none","unfilt_only_Actinopterygi",NA,NA,NA,"b010",426
"Lutjanidae","Pinjalo pinjalo","none","none","unfilt_only_Actinopterygi",NA,NA,NA,"b010",16
"Myctophidae","Lampanyctus macdonaldi","none","none","unfilt_only_Actinopterygi",NA,NA,NA,"b010",425
"Monodactylidae","Monodactylus argenteus","none","none","unfilt_only_Actinopterygi",NA,NA,NA,"b010",92
"Pomacanthidae","Pomacanthus xanthometopon","none","none","unfilt_only_Actinopterygi",NA,NA,NA,"b010",422
"Pomacentridae","Neoglyphidodon oxyodon","Carangidae","Trachurus trachurus","unfilt_only_Actinopterygi",NA,NA,NA,"b010",132
"Cottidae","Taurulus bubalis","Cottidae","Taurulus bubalis","unfilt_only_Actinopterygi",NA,NA,NA,"b010",405
"Gasterosteidae","Gasterosteus aculeatus","Gasterosteidae","Gasterosteus aculeatus","unfilt_only_Actinopterygi",NA,NA,NA,"b010",400
"Liparidae","Psednos groenlandicus","none","none","unfilt_only_Actinopterygi",NA,NA,NA,"b010",77
"Scorpaenidae","Pterois lunulata","Sebastidae","Helicolenus dactylopterus","unfilt_only_Actinopterygi",NA,NA,NA,"b010",21
"Serranidae","Epinephelus coioides","none","none","unfilt_only_Actinopterygi",NA,NA,NA,"b010",23
"Lethrinidae","Lethrinus atkinsoni","Cyclopteridae","Cyclopterus lumpus","unfilt_only_Actinopterygi",NA,NA,NA,"b010",189
"Lethrinidae","Lethrinus nebulosus","none","none","unfilt_only_Actinopterygi",NA,NA,NA,"b010",416
"Lethrinidae","Lethrinus nebulosus","Cyclopteridae","Cyclopterus lumpus","unfilt_only_Actinopterygi",NA,NA,NA,"b010",416
