"blast_unfilt_fam","blast_unfilt_genus_species","blast_filt_fam","blast_filt_genus_species","source","note","Oceanic_region","commentary","ngs_metabarcode_libr_nm","seq.rd.cnt"
"Enterobacteriaceae","Enterobacter sp. CiN002","none","none","unfilt_all",NA,NA,NA,"b009",29
"Enterobacteriaceae","Klebsiella aerogenes","none","none","unfilt_all",NA,NA,NA,"b009",15
"Enterobacteriaceae","Klebsiella pneumoniae","none","none","unfilt_all",NA,NA,NA,"b009",79
"Enterobacteriaceae","Klebsiella sp. WH-10","none","none","unfilt_all",NA,NA,NA,"b009",38
"Hafniaceae","Edwardsiella tarda","none","none","unfilt_all",NA,NA,NA,"b009",24
"Yersiniaceae","Rahnella sp. 'CDC 658-79'","none","none","unfilt_all",NA,NA,NA,"b009",110
"Yersiniaceae","Rahnella sp. MT7","none","none","unfilt_all",NA,NA,NA,"b009",18
"Yersiniaceae","Rahnella sp. S232","none","none","unfilt_all",NA,NA,NA,"b009",32
"Yersiniaceae","Rahnella sp. U245","none","none","unfilt_all",NA,NA,NA,"b009",16
"Yersiniaceae","Serratia sp.","none","none","unfilt_all",NA,NA,NA,"b009",58
"Yersiniaceae","Serratia sp. LMTZ064-66","none","none","unfilt_all",NA,NA,NA,"b009",14
"Yersiniaceae","Yersinia nurmii","none","none","unfilt_all",NA,NA,NA,"b009",676
"Yersiniaceae","Yersinia pestis","none","none","unfilt_all",NA,NA,NA,"b009",2630
"Yersiniaceae","Yersinia sp. MAC","Gobiidae","Gobius niger","unfilt_all",NA,NA,NA,"b009",2126
"Coxiellaceae","Candidatus Berkiella aquae","none","none","unfilt_all",NA,NA,NA,"b009",34
"Legionellaceae","Legionella beliardensis","none","none","unfilt_all",NA,NA,NA,"b009",210
"Legionellaceae","Legionella fallonii","none","none","unfilt_all",NA,NA,NA,"b009",2216
"Legionellaceae","Legionella sp. OY6","none","none","unfilt_all",NA,NA,NA,"b009",23
"Moraxellaceae","Acinetobacter sp. HL-14","none","none","unfilt_all",NA,NA,NA,"b009",19
"Moraxellaceae","Psychrobacter alimentarius","none","none","unfilt_all",NA,NA,NA,"b009",15
"Moraxellaceae","Psychrobacter celer","none","none","unfilt_all",NA,NA,NA,"b009",54
"Moraxellaceae","Psychrobacter pacificensis","none","none","unfilt_all",NA,NA,NA,"b009",316
"Moraxellaceae","Psychrobacter piscatorii","none","none","unfilt_all",NA,NA,NA,"b009",23
"Moraxellaceae","Psychrobacter sanguinis","none","none","unfilt_all",NA,NA,NA,"b009",24
"Moraxellaceae","Psychrobacter sp. 9-2","none","none","unfilt_all",NA,NA,NA,"b009",328
"Moraxellaceae","Psychrobacter sp. A1-1","none","none","unfilt_all",NA,NA,NA,"b009",651
"Moraxellaceae","Psychrobacter sp. B-G-R2A4","none","none","unfilt_all",NA,NA,NA,"b009",368
"Moraxellaceae","Psychrobacter sp. CJNY51","none","none","unfilt_all",NA,NA,NA,"b009",25
"Moraxellaceae","Psychrobacter sp. Cobs2Tis10","none","none","unfilt_all",NA,NA,NA,"b009",14
"Moraxellaceae","Psychrobacter sp. DVS 9a","none","none","unfilt_all",NA,NA,NA,"b009",111
"Moraxellaceae","Psychrobacter sp. HI3Sg","none","none","unfilt_all",NA,NA,NA,"b009",36
"Moraxellaceae","Psychrobacter sp. L7","none","none","unfilt_all",NA,NA,NA,"b009",26
"Moraxellaceae","Psychrobacter sp. V4.BO.14","none","none","unfilt_all",NA,NA,NA,"b009",30
"Moraxellaceae","Psychrobacter sp. Z11(2010)","none","none","unfilt_all",NA,NA,NA,"b009",52
"Moraxellaceae","Psychrobacter submarinus","none","none","unfilt_all",NA,NA,NA,"b009",103
"none","endosymbiont of Seepiophila jonesi","none","none","unfilt_all",NA,NA,NA,"b009",28
"none","gamma proteobacterium 14III/A01/031","none","none","unfilt_all",NA,NA,NA,"b009",326
"none","gamma proteobacterium alk8","none","none","unfilt_all",NA,NA,NA,"b009",15
"none","gamma proteobacterium CN40","none","none","unfilt_all",NA,NA,NA,"b009",13
"none","gamma proteobacterium ectosymbiont of Leptonemella aphanothecae","none","none","unfilt_all",NA,NA,NA,"b009",64
"none","gamma proteobacterium HTCC230","none","none","unfilt_all",NA,NA,NA,"b009",155
"none","gamma proteobacterium HTCC6370","none","none","unfilt_all",NA,NA,NA,"b009",82
"none","gamma proteobacterium NEP3","none","none","unfilt_all",NA,NA,NA,"b009",5648
"none","gamma proteobacterium SCGC AAA076-F07","none","none","unfilt_all",NA,NA,NA,"b009",254
"none","gamma proteobacterium SCGC AAA076-G04","none","none","unfilt_all",NA,NA,NA,"b009",460
"none","gamma proteobacterium SCGC AAA158-B14","none","none","unfilt_all",NA,NA,NA,"b009",913
"none","gamma proteobacterium SCGC AAA158-J08","none","none","unfilt_all",NA,NA,NA,"b009",2180
"none","gamma proteobacterium SCGC AAA160-D02","none","none","unfilt_all",NA,NA,NA,"b009",39
"none","gamma proteobacterium SCGC AAA160-E15","none","none","unfilt_all",NA,NA,NA,"b009",29
"none","gamma proteobacterium SCGC AAA160-L02","none","none","unfilt_all",NA,NA,NA,"b009",178
"none","gamma proteobacterium SCGC AAA160-L13","none","none","unfilt_all",NA,NA,NA,"b009",18
"none","gamma proteobacterium SCGC AAA160-L22","none","none","unfilt_all",NA,NA,NA,"b009",52
"none","gamma proteobacterium SCGC AAA160-M14","none","none","unfilt_all",NA,NA,NA,"b009",197
"none","gamma proteobacterium SCGC AAA160-O03","none","none","unfilt_all",NA,NA,NA,"b009",49
"none","gamma proteobacterium SCGC AAA160-O04","none","none","unfilt_all",NA,NA,NA,"b009",469
"none","gamma proteobacterium Y001","none","none","unfilt_all",NA,NA,NA,"b009",19
"none","Gammaproteobacteria bacterium LSUCC0220","none","none","unfilt_all",NA,NA,NA,"b009",41
"none","Gammaproteobacteria bacterium PW-18G","none","none","unfilt_all",NA,NA,NA,"b009",354
"none","OM182 bacterium D4","none","none","unfilt_all",NA,NA,NA,"b009",95
"none","sulfur-oxidizing bacterium NDII1.1","none","none","unfilt_all",NA,NA,NA,"b009",34
"none","sulfur-oxidizing bacterium OAII2","none","none","unfilt_all",NA,NA,NA,"b009",48
"Oceanospirillaceae","Corallomonas stylophorae","none","none","unfilt_all",NA,NA,NA,"b009",27
"Oceanospirillaceae","Marinobacterium sp. IMCC1424","none","none","unfilt_all",NA,NA,NA,"b009",30
"Pseudomonadaceae","Pseudomonas aeruginosa","none","none","unfilt_all",NA,NA,NA,"b009",32
"Pseudomonadaceae","Pseudomonas alcaliphila","none","none","unfilt_all",NA,NA,NA,"b009",200
"Pseudomonadaceae","Pseudomonas asplenii","none","none","unfilt_all",NA,NA,NA,"b009",64
"Pseudomonadaceae","Pseudomonas entomophila","none","none","unfilt_all",NA,NA,NA,"b009",15
"Pseudomonadaceae","Pseudomonas kunmingensis","none","none","unfilt_all",NA,NA,NA,"b009",31
"Pseudomonadaceae","Pseudomonas migulae","none","none","unfilt_all",NA,NA,NA,"b009",54
"Pseudomonadaceae","Pseudomonas savastanoi","none","none","unfilt_all",NA,NA,NA,"b009",460
"Pseudomonadaceae","Pseudomonas sp.","none","none","unfilt_all",NA,NA,NA,"b009",557
"Pseudomonadaceae","Pseudomonas sp. 3","none","none","unfilt_all",NA,NA,NA,"b009",133
"Pseudomonadaceae","Pseudomonas sp. 46(2008)","none","none","unfilt_all",NA,NA,NA,"b009",17
"Pseudomonadaceae","Pseudomonas sp. AM04","none","none","unfilt_all",NA,NA,NA,"b009",1362
"Pseudomonadaceae","Pseudomonas sp. BAB-4341","none","none","unfilt_all",NA,NA,NA,"b009",1275
"Pseudomonadaceae","Pseudomonas sp. BSL2A","none","none","unfilt_all",NA,NA,NA,"b009",1112
"Pseudomonadaceae","Pseudomonas sp. BU","none","none","unfilt_all",NA,NA,NA,"b009",31
"Pseudomonadaceae","Pseudomonas sp. CF14-10","none","none","unfilt_all",NA,NA,NA,"b009",185
"Pseudomonadaceae","Pseudomonas sp. Da2","none","none","unfilt_all",NA,NA,NA,"b009",267
"Pseudomonadaceae","Pseudomonas sp. DG1702","none","none","unfilt_all",NA,NA,NA,"b009",56
"Pseudomonadaceae","Pseudomonas sp. DJHH69","none","none","unfilt_all",NA,NA,NA,"b009",66
"Pseudomonadaceae","Pseudomonas sp. DS7","none","none","unfilt_all",NA,NA,NA,"b009",18
"Pseudomonadaceae","Pseudomonas sp. enrichment culture clone 24P","none","none","unfilt_all",NA,NA,NA,"b009",66
"Pseudomonadaceae","Pseudomonas sp. enrichment culture clone AM16","none","none","unfilt_all",NA,NA,NA,"b009",14
"Pseudomonadaceae","Pseudomonas sp. G1DM-21","none","none","unfilt_all",NA,NA,NA,"b009",19
"Pseudomonadaceae","Pseudomonas sp. HDEN24","none","none","unfilt_all",NA,NA,NA,"b009",22
"Pseudomonadaceae","Pseudomonas sp. Hg4-08","Paridae","Poecile palustris","unfilt_all",NA,NA,NA,"b009",661
"Pseudomonadaceae","Pseudomonas sp. Hg4-08","none","none","unfilt_all",NA,NA,NA,"b009",661
"Pseudomonadaceae","Pseudomonas sp. JQR2-5","none","none","unfilt_all",NA,NA,NA,"b009",24
"Pseudomonadaceae","Pseudomonas sp. k9","none","none","unfilt_all",NA,NA,NA,"b009",18
"Pseudomonadaceae","Pseudomonas sp. KD15","none","none","unfilt_all",NA,NA,NA,"b009",17
"Pseudomonadaceae","Pseudomonas sp. LB-126","none","none","unfilt_all",NA,NA,NA,"b009",2148
"Pseudomonadaceae","Pseudomonas sp. MMRF1045","none","none","unfilt_all",NA,NA,NA,"b009",23
"Pseudomonadaceae","Pseudomonas sp. N1-6a","none","none","unfilt_all",NA,NA,NA,"b009",29
"Pseudomonadaceae","Pseudomonas sp. P1","none","none","unfilt_all",NA,NA,NA,"b009",14
"Pseudomonadaceae","Pseudomonas sp. P11","none","none","unfilt_all",NA,NA,NA,"b009",79
"Pseudomonadaceae","Pseudomonas sp. RAS29","Gasterosteidae","Gasterosteus aculeatus","unfilt_all",NA,NA,NA,"b009",1310
"Pseudomonadaceae","Pseudomonas sp. S8(2009)","none","none","unfilt_all",NA,NA,NA,"b009",40
"Pseudomonadaceae","Pseudomonas sp. SMB12","none","none","unfilt_all",NA,NA,NA,"b009",286
"Pseudomonadaceae","Pseudomonas sp. SMCC B0310","none","none","unfilt_all",NA,NA,NA,"b009",44
"Pseudomonadaceae","Pseudomonas sp. T10(2011)","none","none","unfilt_all",NA,NA,NA,"b009",42
"Pseudomonadaceae","Pseudomonas sp. TB2-2-II","none","none","unfilt_all",NA,NA,NA,"b009",33
"Pseudomonadaceae","Pseudomonas sp. VM15C","none","none","unfilt_all",NA,NA,NA,"b009",953
"Pseudomonadaceae","Pseudomonas sp. W1(2008)","none","none","unfilt_all",NA,NA,NA,"b009",230
"Pseudomonadaceae","Pseudomonas sp. WP02-4-9","none","none","unfilt_all",NA,NA,NA,"b009",171
"Pseudomonadaceae","Pseudomonas sp. WR24","none","none","unfilt_all",NA,NA,NA,"b009",231
"Pseudomonadaceae","Pseudomonas sp. YG-24","none","none","unfilt_all",NA,NA,NA,"b009",17
"Pseudomonadaceae","Pseudomonas sp. ZP2","none","none","unfilt_all",NA,NA,NA,"b009",31
"Pseudomonadaceae","Pseudomonas veronii","none","none","unfilt_all",NA,NA,NA,"b009",16
"Francisellaceae","Candidatus Nebulobacter yamunensis","none","none","unfilt_all",NA,NA,NA,"b009",62
"Thiotrichaceae","Leucothrix arctica","none","none","unfilt_all",NA,NA,NA,"b009",28
"Vibrionaceae","Vibrio anguillarum","none","none","unfilt_all",NA,NA,NA,"b009",75
"Vibrionaceae","Vibrio qinghaiensis","none","none","unfilt_all",NA,NA,NA,"b009",148
"Vibrionaceae","Vibrio sp. DN11","none","none","unfilt_all",NA,NA,NA,"b009",66
"Rhodanobacteraceae","Aquimonas sp. BN","none","none","unfilt_all",NA,NA,NA,"b009",256
"Rhodanobacteraceae","Rhodanobacter sp. L12","none","none","unfilt_all",NA,NA,NA,"b009",22
"Xanthomonadaceae","Lysobacter maris","none","none","unfilt_all",NA,NA,NA,"b009",39
"Orchidaceae","Erycina pusilla","none","none","unfilt_all",NA,NA,NA,"b009",443
"Bovidae","Bos indicus","none","none","unfilt_all",NA,NA,NA,"b009",483
"Bovidae","Bos primigenius","none","none","unfilt_all",NA,NA,NA,"b009",349
"Suidae","Sus scrofa","none","none","unfilt_all",NA,NA,NA,"b009",1291
"Hominidae","Homo sapiens","none","none","unfilt_all",NA,NA,NA,"b009",2311
"Lumbricoplasmataceae","Candidatus Lumbricincola sp. Lt-G1","none","none","unfilt_all",NA,NA,NA,"b009",33
"Aphanothecaceae","Candidatus Atelocyanobacterium thalassa","none","none","unfilt_all",NA,NA,NA,"b009",29
"none","Acidobacteria bacterium enrichment culture clone Y52","none","none","unfilt_all",NA,NA,NA,"b009",66
"none","Acidobacteria bacterium WY67","none","none","unfilt_all",NA,NA,NA,"b009",19
"none","agricultural soil bacterium SC-I-31","none","none","unfilt_all",NA,NA,NA,"b009",43
"none","bacterium Antarctica-21","none","none","unfilt_all",NA,NA,NA,"b009",14
"none","bacterium DG978","none","none","unfilt_all",NA,NA,NA,"b009",30
"none","bacterium endosymbiont of Acanthamoeba sp.","none","none","unfilt_all",NA,NA,NA,"b009",22
"none","bacterium enrichment culture clone 22(2013)","none","none","unfilt_all",NA,NA,NA,"b009",25
"none","bacterium enrichment culture clone 33(2013)","none","none","unfilt_all",NA,NA,NA,"b009",15
"none","bacterium enrichment culture clone 51","none","none","unfilt_all",NA,NA,NA,"b009",96
"none","bacterium enrichment culture clone 67","none","none","unfilt_all",NA,NA,NA,"b009",85
"none","bacterium enrichment culture clone 7(2013)","none","none","unfilt_all",NA,NA,NA,"b009",27
"none","bacterium enrichment culture clone AOM-SR-B18","none","none","unfilt_all",NA,NA,NA,"b009",37
"none","bacterium enrichment culture clone B18(2011)","none","none","unfilt_all",NA,NA,NA,"b009",50
"none","bacterium enrichment culture clone B213(2011)","none","none","unfilt_all",NA,NA,NA,"b009",1064
"none","bacterium enrichment culture clone B55(2011)","none","none","unfilt_all",NA,NA,NA,"b009",15
"none","bacterium enrichment culture clone B6_30","none","none","unfilt_all",NA,NA,NA,"b009",14
"none","bacterium enrichment culture clone CL-9","none","none","unfilt_all",NA,NA,NA,"b009",873
"none","bacterium enrichment culture clone HY345","none","none","unfilt_all",NA,NA,NA,"b009",52
"none","bacterium enrichment culture clone MC18B6-53","none","none","unfilt_all",NA,NA,NA,"b009",20
"none","bacterium enrichment culture clone PAH41-P14","none","none","unfilt_all",NA,NA,NA,"b009",139
"none","bacterium enrichment culture clone PKWE55-10","none","none","unfilt_all",NA,NA,NA,"b009",102
"none","bacterium enrichment culture clone R4-52B","none","none","unfilt_all",NA,NA,NA,"b009",16
"none","bacterium enrichment culture clone SRAO_28","none","none","unfilt_all",NA,NA,NA,"b009",17
"none","bacterium enrichment culture clone SRAO_29","none","none","unfilt_all",NA,NA,NA,"b009",13
"none","bacterium HTCC4101","none","none","unfilt_all",NA,NA,NA,"b009",1694
"none","bacterium HTCC4145","none","none","unfilt_all",NA,NA,NA,"b009",2021
"none","bacterium PSB-1-28","none","none","unfilt_all",NA,NA,NA,"b009",72
"none","bacterium ROP4-1","none","none","unfilt_all",NA,NA,NA,"b009",18
"none","bacterium S17N1","none","none","unfilt_all",NA,NA,NA,"b009",639
"none","bacterium SCGC AAA071-G16","none","none","unfilt_all",NA,NA,NA,"b009",45
"none","bacterium SCGC AAA071-K20","none","none","unfilt_all",NA,NA,NA,"b009",13
"none","bacterium SCGC AAA074-J04","none","none","unfilt_all",NA,NA,NA,"b009",139
"none","bacterium SCGC AAA074-L02","none","none","unfilt_all",NA,NA,NA,"b009",302
"none","bacterium SCGC AAA074-P13","none","none","unfilt_all",NA,NA,NA,"b009",290
"none","bacterium SH1-3","none","none","unfilt_all",NA,NA,NA,"b009",66
"none","bacterium SH5-3","none","none","unfilt_all",NA,NA,NA,"b009",306
"none","bacterium spbL3type3","none","none","unfilt_all",NA,NA,NA,"b009",256
"none","bacterium Sq1_host","none","none","unfilt_all",NA,NA,NA,"b009",57
"none","bacterium symbiont of Ifremeria nautilei","none","none","unfilt_all",NA,NA,NA,"b009",45
"none","bacterium thiotrophic symbiont of Idas sp.","none","none","unfilt_all",NA,NA,NA,"b009",30
"none","bacterium YC-LK-LKJ31","none","none","unfilt_all",NA,NA,NA,"b009",21
"none","bacterium YC-ZSS-LKJ70","none","none","unfilt_all",NA,NA,NA,"b009",734
"none","Bacteroidetes bacterium enrichment culture clone OCL_P2D11","none","none","unfilt_all",NA,NA,NA,"b009",23
"none","Bacteroidetes bacterium S10/1","none","none","unfilt_all",NA,NA,NA,"b009",833
"none","Bacteroidetes bacterium SCGC AAA024-M07","none","none","unfilt_all",NA,NA,NA,"b009",36
"none","Bacteroidetes bacterium SCGC AAA027-D14","none","none","unfilt_all",NA,NA,NA,"b009",45
"none","Bacteroidetes bacterium SCGC AAA027-E17","none","none","unfilt_all",NA,NA,NA,"b009",606
"none","Bacteroidetes bacterium SCGC AAA027-J08","none","none","unfilt_all",NA,NA,NA,"b009",155
"none","Bacteroidetes bacterium SCGC AAA027-M20","none","none","unfilt_all",NA,NA,NA,"b009",336
"none","Bacteroidetes bacterium SCGC AAA027-P14","none","none","unfilt_all",NA,NA,NA,"b009",153
"none","Bacteroidetes bacterium SCGC AAA160-F08","none","none","unfilt_all",NA,NA,NA,"b009",87
"none","Bacteroidetes bacterium SCGC AAA206-C09","none","none","unfilt_all",NA,NA,NA,"b009",147
"none","candidate division SR1 bacterium Aalborg_AAW-1","none","none","unfilt_all",NA,NA,NA,"b009",228
"none","candidate division SR1 bacterium RAAC1_SR1_1","none","none","unfilt_all",NA,NA,NA,"b009",77
"none","candidate division TM6 bacterium GW2011_GWF2_32_72","none","none","unfilt_all",NA,NA,NA,"b009",20
"none","candidate division TM7 bacterium enrichment culture clone B11-B-31","none","none","unfilt_all",NA,NA,NA,"b009",872
"none","Candidatus Peregrinibacteria bacterium GW2011_GWA2_33_10","none","none","unfilt_all",NA,NA,NA,"b009",57
"none","Candidatus Peregrinibacteria bacterium GW2011_GWA2_44_7","none","none","unfilt_all",NA,NA,NA,"b009",34
"none","Candidatus Peregrinibacteria bacterium GW2011_GWF2_33_10","none","none","unfilt_all",NA,NA,NA,"b009",76
"none","Chlorophyta symbiont of Lubomirskia sp.","none","none","unfilt_all",NA,NA,NA,"b009",129
"none","endosymbiont of Ifremeria nautilei","none","none","unfilt_all",NA,NA,NA,"b009",726
"none","endosymbiont of Vestimentiferan tubeworm","none","none","unfilt_all",NA,NA,NA,"b009",267
"none","Epidulcina delphinae gill symbiont","none","none","unfilt_all",NA,NA,NA,"b009",392
"none","Epidulcina delphinae gill symbiont","Cyclopteridae","Cyclopterus lumpus","unfilt_all",NA,NA,NA,"b009",392
"none","estrogen-degrading bacterium KC12","none","none","unfilt_all",NA,NA,NA,"b009",13
"none","eukaryote SCGC AAA071-B04","none","none","unfilt_all",NA,NA,NA,"b009",18
"none","eukaryote SCGC AAA074-A03","none","none","unfilt_all",NA,NA,NA,"b009",149
"none","eukaryote SCGC AAA074-D10","none","none","unfilt_all",NA,NA,NA,"b009",47
"none","eukaryote SCGC AAA074-F18","none","none","unfilt_all",NA,NA,NA,"b009",897
"none","Haptophyta sp.","none","none","unfilt_all",NA,NA,NA,"b009",48
"none","marine bacterium CS-71","none","none","unfilt_all",NA,NA,NA,"b009",2188
"none","marine bacterium enrichment culture clone C01-B1-S5","none","none","unfilt_all",NA,NA,NA,"b009",93
"none","marine bacterium enrichment culture clone E01-C1-S7","none","none","unfilt_all",NA,NA,NA,"b009",17
"none","marine bacterium enrichment culture clone G03-D2-S5","none","none","unfilt_all",NA,NA,NA,"b009",42
"none","marine bacterium enrichment culture clone I05-E3-S7","none","none","unfilt_all",NA,NA,NA,"b009",202
"none","marine bacterium enrichment culture clone K21-F11-S5","none","none","unfilt_all",NA,NA,NA,"b009",733
"none","marine bacterium HC-13","none","none","unfilt_all",NA,NA,NA,"b009",43
"none","marine proteobacterium MS-8","none","none","unfilt_all",NA,NA,NA,"b009",678
"none","marine sponge bacterium FILTER13B202","none","none","unfilt_all",NA,NA,NA,"b009",48
"none","marine sponge bacterium FILTER13B207","none","none","unfilt_all",NA,NA,NA,"b009",18
"none","marine sponge bacterium FILTEROTU19","none","none","unfilt_all",NA,NA,NA,"b009",97
"none","none","none","none","unfilt_all",NA,NA,NA,"b009",12028
"none","Parcubacteria group bacterium GW2011_GWA2_40_143","none","none","unfilt_all",NA,NA,NA,"b009",18
"none","Planctomycetes bacterium SCGC AAA158-E19","none","none","unfilt_all",NA,NA,NA,"b009",36
"none","Planctomycetes bacterium SCGC AAA202-E02","none","none","unfilt_all",NA,NA,NA,"b009",667
"none","potato plant root bacterium RC-III-8","none","none","unfilt_all",NA,NA,NA,"b009",390
"none","saltmarsh clone LCP-68","none","none","unfilt_all",NA,NA,NA,"b009",17
"none","sponge bacterium Ex3","none","none","unfilt_all",NA,NA,NA,"b009",662
"none","SR1 bacterium canine oral taxon 369","none","none","unfilt_all",NA,NA,NA,"b009",207
"none","SR1 bacterium canine oral taxon 382","none","none","unfilt_all",NA,NA,NA,"b009",245
"none","SR1 bacterium human oral taxon HOT-345","none","none","unfilt_all",NA,NA,NA,"b009",137
"none","uncultured Bacteroidetes bacterium","none","none","unfilt_all",NA,NA,NA,"b009",555
"none","uncultured Candidatus Saccharimonas sp.","none","none","unfilt_all",NA,NA,NA,"b009",44
"none","uncultured Chloroflexi bacterium","none","none","unfilt_all",NA,NA,NA,"b009",306
"none","uncultured cyanobacterium","none","none","unfilt_all",NA,NA,NA,"b009",19
"none","uncultured Microgenomates group bacterium","none","none","unfilt_all",NA,NA,NA,"b009",825
"none","uncultured organism","none","none","unfilt_all",NA,NA,NA,"b009",297
"none","uncultured prokaryote","none","none","unfilt_all",NA,NA,NA,"b009",51
"none","uncultured soil bacterium","none","none","unfilt_all",NA,NA,NA,"b009",144
"none","unidentified bacterium wb1_D18","none","none","unfilt_all",NA,NA,NA,"b009",26
"none","unidentified bacterium wb1_P06","none","none","unfilt_all",NA,NA,NA,"b009",38
"none","unidentified bacterium wb1_P19","none","none","unfilt_all",NA,NA,NA,"b009",19
"none","unidentified green non-sulfur bacterium OPB65","none","none","unfilt_all",NA,NA,NA,"b009",32
"none","unidentified marine bacterioplankton","none","none","unfilt_all",NA,NA,NA,"b009",16571
"none","unidentified rhodophyte PRD01a010B","none","none","unfilt_all",NA,NA,NA,"b009",322
"none","Vermiphilus pyriformis","none","none","unfilt_all",NA,NA,NA,"b009",28
"none","Verrucomicrobia bacterium SCGC AAA024-I18","none","none","unfilt_all",NA,NA,NA,"b009",850
"none","Verrucomicrobia bacterium SCGC AAA164-A08","none","none","unfilt_all",NA,NA,NA,"b009",35
"Pavlovaceae","Diacronema lutheri","Anarhichadidae","Anarhichas lupus","unfilt_all",NA,NA,NA,"b009",301
"Peronosporaceae","Pseudoperonospora cubensis","none","none","unfilt_all",NA,NA,NA,"b009",28
"none","Virgulinella fragilis","none","none","unfilt_all",NA,NA,NA,"b009",501
"Pseudobacteriovoracaceae","Pseudobacteriovorax antillogorgiicola","none","none","unfilt_all",NA,NA,NA,"b009",142
"none","bacterium GLA1","none","none","unfilt_all",NA,NA,NA,"b009",28
"none","uncultured planctomycete","none","none","unfilt_all",NA,NA,NA,"b009",778
"Planctomycetaceae","Gimesia maris","none","none","unfilt_all",NA,NA,NA,"b009",66
"Planctomycetaceae","Planctomycetaceae bacterium D2","none","none","unfilt_all",NA,NA,NA,"b009",4546
"Planctomycetaceae","planctomycete GMD14H10","none","none","unfilt_all",NA,NA,NA,"b009",24
"none","humic substances enrichment clone D47","none","none","unfilt_all",NA,NA,NA,"b009",127
"Sphingobacteriaceae","Pedobacter sp. N007N","none","none","unfilt_all",NA,NA,NA,"b009",71
"Chlorellaceae","Chlorella sp. UMPCCC 1222","none","none","unfilt_all",NA,NA,NA,"b009",1390
"none","Picochlorum sp. PMFPPE4","none","none","unfilt_all",NA,NA,NA,"b009",495
"none","Picochlorum sp. RCC846","none","none","unfilt_all",NA,NA,NA,"b009",2819
"Koliellaceae","Raphidonema nivale","none","none","unfilt_all",NA,NA,NA,"b009",839
"Kyphosidae","Kyphosus elegans","Scombridae","Thunnus thynnus","filt_excl_none",NA,NA,NA,"b009",502
"Gobiidae","Nemateleotris magnifica","Pleuronectidae","Hippoglossus hippoglossus","filt_excl_none",NA,NA,NA,"b009",2156
"Gobiidae","Pomatoschistus minutus","Gobiidae","Pomatoschistus minutus","filt_excl_none",NA,NA,NA,"b009",946
"Zoarcidae","Bothrocara zestum","Anarhichadidae","Anarhichas lupus","filt_excl_none",NA,NA,NA,"b009",936
"Syngnathidae","Syngnathus typhle","Syngnathidae","Syngnathus typhle","filt_excl_none",NA,NA,NA,"b009",779
"Caulobacteraceae","Brevundimonas sp. S3","Scombridae","Auxis rochei","filt_excl_none",NA,NA,NA,"b009",63
"Carcharhinidae","Triaenodon obesus","Carcharhinidae","Prionace glauca","filt_excl_none",NA,NA,NA,"b009",503
"Yersiniaceae","Yersinia sp. MAC","Gobiidae","Gobius niger","filt_excl_none",NA,NA,NA,"b009",2126
"Pseudomonadaceae","Pseudomonas sp. Hg4-08","Paridae","Poecile palustris","filt_excl_none",NA,NA,NA,"b009",661
"Pseudomonadaceae","Pseudomonas sp. RAS29","Gasterosteidae","Gasterosteus aculeatus","filt_excl_none",NA,NA,NA,"b009",1310
"none","Epidulcina delphinae gill symbiont","Cyclopteridae","Cyclopterus lumpus","filt_excl_none",NA,NA,NA,"b009",392
"Pavlovaceae","Diacronema lutheri","Anarhichadidae","Anarhichas lupus","filt_excl_none",NA,NA,NA,"b009",301
"Atherinidae","Atherinomorus forskalii","none","none","unfilt_only_Actinopterygi",NA,NA,NA,"b009",24
"Kyphosidae","Kyphosus elegans","Scombridae","Thunnus thynnus","unfilt_only_Actinopterygi",NA,NA,NA,"b009",502
"Macrouridae","Coryphaenoides rupestris","none","none","unfilt_only_Actinopterygi",NA,NA,NA,"b009",15
"Gobiidae","Nemateleotris magnifica","Pleuronectidae","Hippoglossus hippoglossus","unfilt_only_Actinopterygi",NA,NA,NA,"b009",2156
"Gobiidae","Pomatoschistus minutus","Gobiidae","Pomatoschistus minutus","unfilt_only_Actinopterygi",NA,NA,NA,"b009",946
"Labridae","Scarus schlegeli","none","none","unfilt_only_Actinopterygi",NA,NA,NA,"b009",126
"Haemulidae","Diagramma picta","none","none","unfilt_only_Actinopterygi",NA,NA,NA,"b009",28
"Haemulidae","Plectorhinchus lessonii","none","none","unfilt_only_Actinopterygi",NA,NA,NA,"b009",34
"Lutjanidae","Lutjanus argentimaculatus","none","none","unfilt_only_Actinopterygi",NA,NA,NA,"b009",29
"Lutjanidae","Pinjalo pinjalo","none","none","unfilt_only_Actinopterygi",NA,NA,NA,"b009",32
"Pomacanthidae","Pomacanthus xanthometopon","none","none","unfilt_only_Actinopterygi",NA,NA,NA,"b009",500
"Pholidae","Pholis clemensi","none","none","unfilt_only_Actinopterygi",NA,NA,NA,"b009",210
"Pholidae","Pholis laeta","none","none","unfilt_only_Actinopterygi",NA,NA,NA,"b009",24
"Serranidae","Cephalopholis aurantia","none","none","unfilt_only_Actinopterygi",NA,NA,NA,"b009",23
"Zoarcidae","Bothrocara zestum","Anarhichadidae","Anarhichas lupus","unfilt_only_Actinopterygi",NA,NA,NA,"b009",936
"Lethrinidae","Lethrinus nebulosus","none","none","unfilt_only_Actinopterygi",NA,NA,NA,"b009",219
"Nemipteridae","Nemipterus thosaporni","none","none","unfilt_only_Actinopterygi",NA,NA,NA,"b009",16
"Mullidae","Parupeneus indicus","none","none","unfilt_only_Actinopterygi",NA,NA,NA,"b009",38
