"blast_unfilt_fam","blast_unfilt_genus_species","blast_filt_fam","blast_filt_genus_species","source","note","Oceanic_region","commentary","ngs_metabarcode_libr_nm","seq.rd.cnt"
"Acinetosporaceae","Pylaiella littoralis","none","none","unfilt_all",NA,NA,NA,"b011",39
"none","uncultured planctomycete","none","none","unfilt_all",NA,NA,NA,"b011",175
"Planctomycetaceae","Planctomycetaceae bacterium D2","none","none","unfilt_all",NA,NA,NA,"b011",1409
"Planctomycetaceae","planctomycete GMD21C08","none","none","unfilt_all",NA,NA,NA,"b011",130
"Chattonellaceae","Heterosigma akashiwo","none","none","unfilt_all",NA,NA,NA,"b011",15
"Saprospiraceae","Candidatus Aquirestis calciphila","none","none","unfilt_all",NA,NA,NA,"b011",57
"none","unidentified eubacterium LD29","none","none","unfilt_all",NA,NA,NA,"b011",662
"none","humic substances enrichment clone D47","none","none","unfilt_all",NA,NA,NA,"b011",17
"Sphingobacteriaceae","Pedobacter sp. N007N","none","none","unfilt_all",NA,NA,NA,"b011",27
"Chlorellaceae","Chlorella sp. UMPCCC 1222","none","none","unfilt_all",NA,NA,NA,"b011",229
"none","Picochlorum sp. PMFPPES1","none","none","unfilt_all",NA,NA,NA,"b011",82
"none","Picochlorum sp. RCC846","none","none","unfilt_all",NA,NA,NA,"b011",744
"Acanthuridae","Acanthurus olivaceus","Gasterosteidae","Gasterosteus aculeatus","filt_excl_none",NA,NA,NA,"b011",48
"Kyphosidae","Kyphosus elegans","Scombridae","Thunnus thynnus","filt_excl_none",NA,NA,NA,"b011",237
"Gadidae","Gadus morhua","Gadidae","Gadus morhua","filt_excl_none",NA,NA,NA,"b011",227
"Gobiidae","Gobius niger","Gobiidae","Gobius niger","filt_excl_none",NA,NA,NA,"b011",354
"Gobiidae","Nemateleotris magnifica","Pleuronectidae","Hippoglossus hippoglossus","filt_excl_none",NA,NA,NA,"b011",183
"Labridae","Ctenolabrus rupestris","Labridae","Ctenolabrus rupestris","filt_excl_none",NA,NA,NA,"b011",365
"Haemulidae","Plectorhinchus flavomaculatus","Molidae","Mola mola","filt_excl_none",NA,NA,NA,"b011",131
"Haemulidae","Plectorhinchus lessonii","Molidae","Mola mola","filt_excl_none",NA,NA,NA,"b011",21
"Liparidae","Psednos groenlandicus","Scombridae","Auxis rochei","filt_excl_none",NA,NA,NA,"b011",21
"Zoarcidae","Bothrocara zestum","Anarhichadidae","Anarhichas lupus","filt_excl_none",NA,NA,NA,"b011",214
"Lethrinidae","Lethrinus atkinsoni","Cyclopteridae","Cyclopterus lumpus","filt_excl_none",NA,NA,NA,"b011",47
"Lethrinidae","Lethrinus nebulosus","Cyclopteridae","Cyclopterus lumpus","filt_excl_none",NA,NA,NA,"b011",81
"Carcharhinidae","Carcharhinus albimarginatus","Carcharhinidae","Prionace glauca","filt_excl_none",NA,NA,NA,"b011",238
"Carcharhinidae","Triaenodon obesus","Carcharhinidae","Prionace glauca","filt_excl_none",NA,NA,NA,"b011",26
"Acanthuridae","Acanthurus olivaceus","Gasterosteidae","Gasterosteus aculeatus","unfilt_only_Actinopterygi",NA,NA,NA,"b011",48
"Platytroctidae","Maulisia mauli","none","none","unfilt_only_Actinopterygi",NA,NA,NA,"b011",46
"Kyphosidae","Kyphosus elegans","Scombridae","Thunnus thynnus","unfilt_only_Actinopterygi",NA,NA,NA,"b011",237
"Gadidae","Gadus morhua","Gadidae","Gadus morhua","unfilt_only_Actinopterygi",NA,NA,NA,"b011",227
"Gobiidae","Gobius niger","Gobiidae","Gobius niger","unfilt_only_Actinopterygi",NA,NA,NA,"b011",354
"Gobiidae","Nemateleotris magnifica","Pleuronectidae","Hippoglossus hippoglossus","unfilt_only_Actinopterygi",NA,NA,NA,"b011",183
"Labridae","Ctenolabrus rupestris","Labridae","Ctenolabrus rupestris","unfilt_only_Actinopterygi",NA,NA,NA,"b011",365
"Labridae","Scarus dimidiatus","none","none","unfilt_only_Actinopterygi",NA,NA,NA,"b011",235
"Labridae","Scarus rubroviolaceus","none","none","unfilt_only_Actinopterygi",NA,NA,NA,"b011",51
"Labridae","Scarus schlegeli","none","none","unfilt_only_Actinopterygi",NA,NA,NA,"b011",20
"Haemulidae","Plectorhinchus flavomaculatus","Molidae","Mola mola","unfilt_only_Actinopterygi",NA,NA,NA,"b011",131
"Haemulidae","Plectorhinchus lessonii","Molidae","Mola mola","unfilt_only_Actinopterygi",NA,NA,NA,"b011",21
"Lutjanidae","Lutjanus argentimaculatus","none","none","unfilt_only_Actinopterygi",NA,NA,NA,"b011",240
"Myctophidae","Lampanyctus macdonaldi","none","none","unfilt_only_Actinopterygi",NA,NA,NA,"b011",239
"Monodactylidae","Monodactylus argenteus","none","none","unfilt_only_Actinopterygi",NA,NA,NA,"b011",19
"Pomacanthidae","Pomacanthus xanthometopon","none","none","unfilt_only_Actinopterygi",NA,NA,NA,"b011",233
"Pomacentridae","Neoglyphidodon oxyodon","none","none","unfilt_only_Actinopterygi",NA,NA,NA,"b011",34
"Liparidae","Psednos groenlandicus","Scombridae","Auxis rochei","unfilt_only_Actinopterygi",NA,NA,NA,"b011",21
"Zoarcidae","Bothrocara zestum","Anarhichadidae","Anarhichas lupus","unfilt_only_Actinopterygi",NA,NA,NA,"b011",214
"Lethrinidae","Lethrinus atkinsoni","Cyclopteridae","Cyclopterus lumpus","unfilt_only_Actinopterygi",NA,NA,NA,"b011",47
"Lethrinidae","Lethrinus nebulosus","Cyclopteridae","Cyclopterus lumpus","unfilt_only_Actinopterygi",NA,NA,NA,"b011",81
"Hominidae","Homo sapiens","none","none","unfilt_only_Actinopterygi",NA,NA,NA,"b011",538
